b0,b1,b2,b3,b4,b5,b6,b7,b8
2.108784358460791,-0.9226845117445188,-0.014844772258375103,1.2091211585390806,0.9551104641241108,0.8923720619909415,0.7044332449496643,0.0,0.4855591292387278
